# Rime table
# coding: utf-8
#@/db_name	custom_phrase_double.txt
#@/db_type	tabledb
#
# 自定义短语
# 可为方案增加一些要置顶的词汇及短语，例如邮箱、手机号、常用短语等等。编码可以随便起，不限于拼音。
#
# 此文件，列出数千常用单字的自然码单辅编码，用于减少翻页，加快单字输入。
#
# 适用于双拼。全拼默认为 custom_phrase.txt ，且上面的 db_name 为 custom_phrase.txt
#
# 以 Tab 分割：词汇<Tab>编码<Tab>权重
#
# 这个文件内的字词会占据最高权重（即排在候选项的最前面，因为指定了高权重 custom_phrase/initial_quality: 99）。
# 但不与其他翻译器互相造词，如果使用了完整编码，那么这个字或词将无法参与造词，即自造词无法被记住。
# 所以只建议固定非完整拼音的编码，如果需求是置顶指定拼音的候选项，请参考方案中的 pin_cand_filter。
#
# 最下面的英文是因为一些常用单词的第一候选项被纠错覆盖了，如 Amazon 被纠错为「a ma zong 阿妈粽」，期望的 Amazon 跑到第二个候选项了，所以这里给它固定死喽。
#
# version: "2024-03-12"
#
# 此行之后不能写注释

#噷	hm
#呣	m
#呒	m

#[АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁ]	dxew
#[ⅠⅡⅢⅣⅤⅥⅦⅧⅨⅩⅪⅫ]	dxlm
#[ァアィイゥウェエォオカガキギクグケゲコゴサザシジスズセゼソゾタダチヂッツヅテデトドナニヌネノハバパヒビピフブプヘベペホボポマミムメモャヤュユョヨラリルレロヮワヰヱヲンヴヵヶーヽヾ]	dxrw
#[ΑΒΓΔΕΖΗΘΙΚΛΜΝΞΟΠΡΣΤΥΦΧΨΩ]	dxxl
＝	dy
＞	dy
≥	dydy
‘	dyh
’	dyh
の	e
ε	epsilon
Ⅱ	er
②	er
η	eta
♢	fangkuai
♦	fangkuai
[	fangkuohao
]	fangkuohao
☢	fangshexing
犭	fanquanpang
攵	fanwenpang
′	fen
'	fengefu
；	fenhao
§	fenjiehao
'	fgf
；	fh
§	fjh
□	fk
■	fk
♢	fk
♦	fk
[	fkh
]	fkh
－	fuhao
#[←↑→↓↖↗↘↙]	fxjt
γ	gama
γ	gamma
Γ	gamma
！	gantanhao
☭	gongchandang
❂	guomindang
囗	guozikuang
(#￣▽￣#)	haixiu
㎜	haomi
#[＄￠￡￥¤]	hbfh
※	hch
＆	he
♤	heitao
♠	heitao
♡	hongtao
♥	hongtao
♥	hongxin
♤	ht
♠	ht
♡	ht
♥	ht
✿	hua
❀	hua
ღ	hudie
ஐ	hudie
虍	huzitou
ι	iota
。	jh
＋	jh
－	jh
＋	jiahao
±	jiajian
➹	jian
✄	jiandao
♭	jiangdiao
丬	jiangzipang
－	jianhao
→	jiantou
←	jiantou
廴	jianzhipang
∠	jiao
∠	jiaodu
∩	jiaoji
纟	jiaosipang
∫	jifen
＃	jing
＃	jinghao
钅	jinzipang
Ⅸ	jiu
⑨	jiu
→	jt
☠	judu
。	juhao
❃	juhua
❁	juhua
κ	kapa
ξ	kesai
Ξ	kesai
#[⑴⑵⑶⑷⑸⑹⑺⑻⑼⑽⑾⑿⒀⒁⒂⒃⒄⒅⒆⒇]	khsz
〖	kongxinkuohao
〗	kongxinkuohao
::>_<::	ku
（	kuohao
）	kuohao
〖	kxkh
〗	kxkh
λ	lamda
Λ	lamda
λ	landa
厶	leizitou
m³	lfm
冫	liangdianshui
☼	liangdu
³	lifang
m³	lifangmi
㎝	limi
〇	ling
◇	lingxing
◆	lingxing
Ⅵ	liu
⑥	liu
亠	liuzitou
✪	longzhu
◇	lx
◆	lx
：	maohao
♣	meihua
♧	meihua
＄	meiyuan
：	mh
♣	mh
♧	mh
♨	mian
″	miao
微软	microsoft
μ	miu
MP3	mp
MP4	mp
MP5	mp
MTV	mtv
＄	my
♂	nanxing
#$(YYYY)年$(MM)月$(DD)日 $(hh):$(mm):$(ss)	now
♀	nvxing
(⊙o⊙)哦	o
Ω	omega
ω	omega
Orz	orz
Ω	oumiga
€	ouyuan
€	oy
\(^o^)/	oye
π	pai
㎡	pfm
φ	phi
Φ	phi
²	pingfang
㎡	pingfangmi
㎡	pingmi
——	pozhehao
ψ	puxi
Ψ	puxi
āáǎà	pyfha
ēéěèê	pyfhe
īíǐì	pyfhi
ōóǒò	pyfho
ūúǔù	pyfhu
ǖǘǚǜü	pyfhv
——	pzh
≡	qdy
‰	qfh
Ⅶ	qi
⑦	qi
✎	qianbi
‰	qianfenhao
㎞	qianmi
攴	qiaozipang
≡	quandengyu
☉	quandian
￥	renminbi
ρ	rho
￥	rmb
#$(YYYY)年$(MM)月$(DD)日	rq
#$(Year)-$(month)-$(day)	rq
#$(YearCn)年$(monthCn)月$(dayCn)日	rq
Ⅲ	san
③	san
∵	sandian
∴	sandian
氵	sandianshui
巛	sanguaipang
▷	sanjiao
◁	sanjiao
△	sanjiaoxing
▲	sanjiaoxing
彡	sanpiepang
↑	shang
®	shangbiao
↑	shangjiantou
凵	shangkuang
↕	shangxia
♯	shengdiao
☣	shenghua
……	shengluehao
…	shengluehao
℃	sheshidu
Ⅹ	shi
⑩	shi
【	shixinkuohao
】	shixinkuohao
✟	shizijia
饣	shizipang
阝	shuangerpang
彳	shuangrenpang
‖	shuangshuxian
“	shuangyinhao
”	shuangyinhao
衤	shuangyipang
《	shuminghao
》	shuminghao
忄	shuxinpang
Ⅳ	si
④	si
灬	sidianshui
Σ	sigma
σ	sigma
#$(YYYY)年$(MM)月$(DD)日 $(hh):$(mm):$(ss)	sj
#$(Year)-$(month)-$(day) $(Hour):$(minute):$(second)	sj
↑	sjt
△	sjx
▲	sjx
……	slh
…	slh
《	smh
》	smh
℃	ssd
『	ssmh
』	ssmh
‖	ssx
∴	suoyi
#[＋－＜＝＞±×÷∈∏∑∕√∝∞∟∠∣∥∧∨∩∪∫∮∴∵∶∷∽≈≌≒≠≡≤≥≦≧≮≯⊕⊙⊥⊿]	sxfh
【	sxkh
】	sxkh
“	syh
”	syh
#[⒈⒉⒊⒋⒌⒍⒎⒏⒐⒑⒒⒓⒔⒕⒖⒗⒘⒙⒚⒛]	szd
☼	taiyang
☀	taiyang
！	tanhao
❦	taozi
τ	tau
！	th
θ	theta
Θ	theta
牜	tiniupang
扌	tishoupang
T恤	tixu
™	tm
冖 	tubaogai
T恤	txu
#[亻彳讠饣艹丶乛亠冖宀冫丷扌氵灬丨亅丿乚勹匚冂凵爫忄丬纟疒阝刂卩犭辶廴钅礻衤罒覀夂癶耂牜虍歺糹釒飠]	vpianpang
#[亻彳讠饣艹丶乛亠冖宀冫丷扌氵灬丨亅丿乚勹匚冂凵爫忄丬纟疒阝刂卩犭辶廴钅礻衤罒覀夂癶耂牜虍歺糹釒飠]	vpp
#[❶❷❸❹❺❻❼❽❾❿⓪]	vshuzi
#[❶❷❸❹❺❻❼❽❾❿⓪]	vsz
#[ⓐⓑⓒⓓⓔⓕⓖⓗⓘⓙⓚⓛⓜⓝⓞⓟⓠⓡⓢⓣⓤⓥⓦⓧⓨⓩ]	vzimu
#[ⓐⓑⓒⓓⓔⓕⓖⓗⓘⓙⓚⓛⓜⓝⓞⓟⓠⓡⓢⓣⓤⓥⓦⓧⓨⓩ]	vzm
℃	wd
？	wenhao
♨	wenquan
？	wh
★	wjx
☆	wjx
Ⅴ	wu
⑤	wu
★	wujiaoxing
☆	wujiaoxing
∞	wuxian
☁	wuyun
∞	wx
♀	xb
♂	xb
↓	xia
↓	xiajiantou
冂	xiakuang
↑	xiangshang
↓	xiangxia
→	xiangyou
←	xiangzuo
☺	xiaolian
☻	xiaolian
＜	xiaoyu
≤	xiaoyudengyu
＜	xiaoyuhao
/	xiegang
\	xiegang
∑	xigema
❤	xin
♥	xin
♀	xingbie
♂	xingbie
θ	xita
Θ	xita
↓	xjt
#$(WeekCn)	xq
#$(YYYY)年$(MM)月$(DD)日 $(WeekCn)	xq
#$(YearCn)年$(monthCn)月$(dayCn)日 $(WeekCn)	xq
❉	xuehua
✲	xuehua
❈	xuehua
☃	xueren
彐	xuezidi
#[абвгдежзийклмнопрстуфхцчшщъыьэюяё]	xxew
♂	xxfh
#[ⅰⅱⅲⅳⅴⅵⅶⅷⅸⅹ]	xxlm
#[ぁあぃいぅうぇえぉおかがきぎくぐけげこごさざしじすずせぜそぞただちぢっつづてでとどなにぬねのはばひびぴふぶぷへべぺほぼぽまみむめもゃやゅゆょよらりるれろゎわゐゑをん゛゜ゝゞ]	xxrw
#[αβγδεζηθικλμνξοπρστυφχψω]	xxxl
＜	xy
≤	xydy
→	xyjt
←	xzjt
讠	yanzipang
￡	yb
·	yd
≈	ydy
Ⅰ	yi
①	yi
·	yidian
♪	yinfu
♬	yinfu
♩	yinfu
￡	yingbang
∵	yinwei
✚	yiyuan
→	yjt
（	ykh
）	ykh
→	you
☞	youbian
﹫	youjian
→	youjiantou
匚	youkuang
↗	youshang
↘	youxia
＠	youxiang
\	youxiegang
○	yq
●	yq
#[①②③④⑤⑥⑦⑧⑨⑩]	yqsz
↗	ysjt
·	yuandian
○	yuanquan
●	yuanquan
○	yuanzhou
≈	yuedengyu
☪	yueliang
☂	yusan
肀	yuzitou
\	yxg
↘	yxjt
ζ	zeta
±	zfh
㊣	zheng
±	zhengfuhao
＋	zhenghao
夂	zhewenpang
の	zhi
㈱	zhushihuishe
孑	zizipang
§	zjh
←	zjt
∑	zonghe
辶	zouzhipang
↖	zsjt
→	zuiyou
←	zuo
☜	zuobian
←	zuojiantou
↖	zuoshang
↙	zuoxia
/	zuoxiegang
↔	zuoyou
	zuzipang
#[㈠㈡㈢㈣㈤㈥㈦㈧㈨㈩]	zwsz
/	zxg
↙	zxjt
#[ㄅㄆㄇㄈㄉㄊㄋㄌㄍㄎㄏㄐㄑㄒㄓㄔㄕㄖㄗㄘㄙㄧㄨㄩㄚㄛㄜㄝㄞㄟㄠㄡㄢㄣㄤㄥㄦ]	zyfh
啊	aadz
阿	aatz
吖	aadg
锕	aazz
腌	aava
爱	aiyr
哎	aidb
唉	aido
艾	ailb
挨	aiuo
癌	aiav
矮	aiob
哀	aitd
埃	aigo
碍	aimk
欸	aike
砹	aimb
隘	aita
瑷	ainr
暧	aior
毐	aigk
嗳	aidr
蔼	ailf
锿	aizd
霭	aitf
嗌	aida
叆	aibr
嫒	aibr
皑	aiuv
按	anub
安	anwb
案	anwe
俺	anja
暗	anox
氨	anvb
胺	anvb
庵	anxa
岸	anve
鞍	antb
黯	anpx
铵	anzb
桉	aneb
唵	anda
谙	ansx
埯	anga
盦	anja
垵	angb
犴	anme
鹌	anmx
𩽾	anwb
昂	ahoz
卬	ahbz
盎	ahma
肮	ahvo
奥	aotm
熬	aoac
嗷	aodh
澳	aokm
凹	aomf
傲	aojh
敖	aoah
鳌	aoaw
袄	aotm
螯	aoac
拗	aous
坳	aogs
獒	aoam
媪	aoba
岙	aotv
翱	aouz
遨	aoau
鏊	aoaz
薁	aolm
懊	aohm
璈	aonh
鏖	aoxz
骜	aoan
隩	aotm
聱	aoaq
奡	aofp
廒	aoxh
嶅	aoav
吧	badm
把	baum
八	bahb
巴	bamb
扒	bauh
拔	baui
罢	bayk
叭	badh
爸	bahm
靶	batm
钯	bazm
疤	baam
霸	batv
芭	balm
耙	baam
坝	bago
灞	bakv
捌	baup
跋	bapi
粑	bapm
魃	baai
鲃	bawm
妭	babi
鲅	bawi
菝	bali
羓	bagm
胈	bavi
朳	baeh
笆	barm
岜	bavm
蚆	bacm
白	blub
摆	bluk
拜	blua
百	blfu
掰	bluu
败	bloh
柏	bleu
佰	blju
稗	blxn
捭	blun
伯	blju
版	bjar
班	bjnn
半	bjhu
板	bjer
般	bjir
办	bjsh
搬	bjur
拌	bjuu
斑	bjnn
伴	bjju
瓣	bjnn
扮	bjup
扳	bjur
绊	bjiu
颁	bjhw
坂	bjgr
阪	bjtr
钣	bjzr
癍	bjan
柈	bjeu
攽	bjhh
瘢	bjar
昄	bjor
湴	bjkc
靽	bjtu
𨭉	bjvz
帮	bhar
棒	bheu
榜	bhel
磅	bhml
邦	bhat
绑	bhit
镑	bhzl
傍	bhjl
蚌	bhca
浜	bhkh
谤	bhsl
梆	bhet
膀	bhvl
搒	bhul
玤	bhna
蒡	bhll
塝	bhgl
𠳐	bhdt
包	bknv
宝	bkwi
报	bkur
保	bkje
爆	bkck
抱	bkuv
薄	bklk
堡	bkjg
曝	bkok
饱	bkqv
鲍	bkwv
煲	bkjc
剥	bkbp
暴	bkok
豹	bkmi
刨	bknp
褒	bkte
胞	bkvv
葆	bkle
苞	bklv
鸨	bkvx
炮	bkcv
雹	bktv
孢	bkhv
枹	bkev
龅	bklv
趵	bkpi
褓	bkte
瀑	bkkk
被	bztr
背	bzav
倍	bzjd
呗	bzdo
杯	bzec
北	bzav
贝	bzob
备	bzhq
悲	bzrh
碑	bzmn
辈	bzry
钡	bzzo
焙	bzcd
邶	bzat
卑	bzun
悖	bzhh
孛	bznh
蓓	bzld
陂	bztr
碚	bzmd
琲	bznr
惫	bzhh
鹎	bzux
鞴	bztt
狈	bzmo
棓	bzed
椑	bzen
褙	bztv
糒	bzpt
臂	bzcv
鐾	bzcz
鞁	bztr
𬇙	bzko
本	bfef
笨	bfrf
奔	bfml
苯	bflf
畚	bfkq
贲	bfno
锛	bfzl
犇	bfqq
坌	bfhg
夯	bfms
倴	bfjl
栟	bfel
崩	bgvv
蹦	bgpv
泵	bgmk
甭	bgct
绷	bgiv
嘣	bgdv
迸	bghu
甏	bghr
蚌	bgca
琫	bgnu
祊	bgfl
镚	bgzv
比	bivv
笔	birv
逼	bifu
必	biht
币	bitr
鼻	biol
臂	bicv
壁	bicg
彼	biwr
毕	bivn
避	bicu
碧	binm
哔	bidn
闭	biat
弊	bifl
璧	bici
铋	bizt
敝	bifh
匕	bivb
毙	bivv
俾	bijn
鄙	bidt
蔽	bilh
婢	bibn
濞	bikl
庇	bixv
畀	biql
陛	bitg
弼	bibb
痹	bial
妣	bibv
髀	bifn
吡	bidv
屄	bice
箅	birl
滗	bikv
庳	bixn
嬖	bicb
芘	bilv
沘	bikv
毖	bivt
蓖	bilv
裨	bitn
苾	bilt
愎	bihh
篦	birv
邲	biht
皕	bifu
襞	bict
萆	biln
荜	biln
薜	biln
跸	bipn
咇	bidt
珌	bint
舭	biiv
辟	bicn
佖	bijt
赑	bioo
荸	bilh
诐	bisr
筚	birn
秕	bixv
贲	bino
狴	bimg
佛	bijt
觱	bint
馝	bixt
泌	bikt
秘	bixt
鲾	biwq
坒	bivg
便	bmjb
边	bmsu
变	bmzr
遍	bmmu
编	bmii
贬	bmor
辩	bmnn
扁	bmmi
鞭	bmtb
辨	bmnn
蝙	bmci
卞	bmzy
煸	bmci
弁	bmkl
辫	bmnn
匾	bmni
汴	bmky
抃	bmuy
昪	bmol
苄	bmly
笾	bmru
砭	bmmr
鳊	bmwi
萹	bmli
忭	bmhy
碥	bmmi
褊	bmti
𨚕	bmkt
𰻝	bdeu
表	bcat
标	bcef
婊	bcbt
飙	bcmb
镖	bczf
彪	bcze
裱	bctt
膘	bcvf
杓	bcei
鳔	bcwf
镳	bczc
骉	bcnn
熛	bccf
摽	bcuf
幖	bcrf
骠	bcnf
藨	bclc
儦	bcjc
瀌	bckc
俵	bcjt
飑	bcov
瘭	bcaf
脿	bcvt
别	bxdp
憋	bxfh
鳖	bxfw
瘪	bxaj
蹩	bxfp
癿	bxua
宾	bnwh
斌	bnvs
彬	bnee
髌	bnfh
鬓	bnph
滨	bnkh
豳	bnvj
邠	bnht
缤	bnih
膑	bnvh
殡	bngh
濒	bnkw
摈	bnuh
玢	bnnp
傧	bnjh
镔	bnzh
槟	bneh
并	byhl
病	byaj
兵	byth
冰	bywk
饼	byql
柄	byej
丙	byfj
禀	byzf
屏	bycl
秉	byxb
炳	bycj
蛃	bycj
昺	byoj
摒	byul
槟	byeh
邴	byft
栟	byel
波	bokr
博	bonk
播	bouq
薄	bolk
拨	boui
伯	boju
铂	bozu
搏	bouk
啵	bodr
钵	bozf
勃	bons
驳	bonb
玻	bonr
脖	bovh
帛	bour
剥	bobp
跛	bopr
亳	bogr
箔	boru
柏	boeu
孛	bonh
泊	boku
钹	bozi
渤	boks
镈	bozk
僰	boej
菠	bolr
擘	bocu
浡	bokh
舶	boiu
嶓	bovq
膊	bovk
哱	bodh
砵	bomf
卜	boyb
踣	bopd
簸	borr
鹁	bonx
檗	boce
鲌	bowu
蕃	bolq
艴	botm
趵	bopi
馞	boxh
袯	boti
饽	boqh
礴	bomk
欂	boek
𬭛	bozr
不	bucb
部	buit
补	buty
步	buss
布	bunr
簿	burk
钚	buzc
捕	buun
卜	buyb
怖	buhr
卟	budy
晡	buon
埠	bugn
逋	bunu
堡	bujg
哺	budn
蔀	bult
瓿	buir
醭	buyi
埔	bugn
埗	bugs
𬷕	bunx
擦	cauf
嚓	cadf
才	clnt
菜	clle
踩	clpe
猜	clmv
蔡	cllf
财	clot
采	clye
材	clet
裁	clnt
彩	clye
睬	clqe
偲	cljh
惨	cjhe
餐	cjgq
残	cjgp
参	cjke
蚕	cjfc
粲	cjgp
灿	cjcv
骖	cjne
惭	cjht
璨	cjnp
黪	cjpe
䅟	cjxe
藏	chlq
仓	chjz
舱	chiz
苍	chlz
沧	chkz
鸧	chjx
伧	chjz
草	ckln
槽	ckeo
曹	ckfo
操	ckue
艹	cklc
糙	ckpu
屮	cksc
嘈	ckdo
漕	ckko
芔	cksl
肏	ckjj
艚	ckio
螬	ckco
𥕢	ckmo
侧	cejp
测	cekp
册	ceic
策	cerm
厕	cexp
恻	cehp
𤭢	czzr
岑	cfva
涔	cfka
参	cfke
曾	cgho
层	cgcb
蹭	cgpo
噌	cgdo
嶒	cgvo
差	iagu
茶	iale
查	iaef
插	iaup
叉	iari
侘	iajr
茬	ialg
镲	iazf
察	iawf
猹	iamf
搽	iaue
槎	iaeu
岔	iahv
檫	iaef
杈	iaei
嚓	iadf
碴	iamf
姹	iabr
汊	iaki
衩	iati
锸	iazp
垞	iagr
诧	iasr
馇	iaqf
刹	iabp
喳	iadf
蹅	iapf
嵖	iavf
𥻗	iapf
拆	ilui
柴	ilse
差	ilgu
钗	ilzi
豺	ilmt
虿	ilfc
侪	iljq
瘥	ilau
茝	illq
产	ijix
铲	ijzx
馋	ijqw
缠	ijid
禅	ijfn
蝉	ijcn
掺	ijue
颤	ijzw
搀	ijuw
谗	ijsw
浐	ijkx
婵	ijbn
蟾	ijcs
澶	ijkf
觇	ijye
阐	ijan
躔	ijpg
襜	ijts
谄	ijsp
镡	ijzn
刬	ijfp
辿	ijvu
忏	ijhl
巉	ijvw
韂	ijts
羼	ijcg
廛	ijxg
潺	ijkh
梴	ijeu
孱	ijch
蒇	ijlo
啴	ijdn
单	ijhn
骣	ijnh
镵	ijzw
瀍	ijkg
旵	ijov
冁	ijht
儳	ijjw
𬊤	ijcn
唱	ihdo
场	ihge
长	ihpc
常	ihsr
厂	ihxc
尝	ihsb
肠	ihve
畅	ihoe
昌	ihoo
偿	ihjb
敞	ihsh
娼	ihbo
鬯	ihpv
怅	ihhp
倡	ihjo
昶	ihio
猖	ihmo
嫦	ihbr
氅	ihsv
伥	ihjp
苌	ihlp
鲳	ihwo
菖	ihlo
徜	ihws
裳	ihst
阊	ihao
鲿	ihwb
惝	ihhs
𬬮	ihzp
超	ikpd
抄	ikut
炒	ikct
朝	iknv
潮	ikkv
吵	ikdt
钞	ikzt
巢	ikoe
嘲	ikdv
焯	ikcn
晁	ikow
怊	ikhd
绰	ikin
弨	ikbd
耖	ikat
车	ieyc
扯	ieus
撤	ieuh
彻	iewp
掣	iequ
澈	iekh
坼	iegi
尺	ieci
砗	iemy
㬚	ieoh
陈	ifty
趁	ifpe
臣	ifqc
沉	ifko
辰	iffc
尘	ifyg
琛	ifne
抻	ifug
嗔	ifdh
衬	iftk
晨	ifof
称	ifxy
宸	ifwf
谶	ifsf
谌	ifsa
瞋	ifqh
忱	ifhp
梣	ifea
煁	ifca
榇	ifee
龀	iflv
疢	ifac
棽	ifea
碜	ifme
郴	ifet
𬘭	ifie
成	igna
称	igxy
城	igga
呈	igdn
乘	igxv
撑	iguu
橙	igez
程	igxn
秤	igxh
盛	igna
承	igat
诚	igsa
丞	igaf
澄	igkz
逞	igdu
惩	igwh
枨	igep
埕	iggn
骋	igna
铖	igza
澂	igkh
珵	ignn
琤	ignb
塍	igvg
偁	igjg
蛏	igcg
赪	iggo
噌	igdo
酲	igyn
宬	igwa
柽	igeg
瞠	igqg
珹	igna
牚	igsl
晟	igoa
铛	igzb
憕	ighz
裎	igtn
庱	igxh
吃	iida
池	iike
持	iiuk
赤	iigc
尺	iici
迟	iicu
齿	iilc
敕	iixh
痴	iiad
驰	iine
翅	iicz
耻	iiqs
嗤	iidc
豉	iizc
斥	iiti
螭	iicv
叱	iidv
彳	iiwc
蚩	iisc
炽	iich
笞	iird
哧	iidc
媸	iibc
饬	iiqs
侈	iijl
弛	iibe
褫	iitz
魑	iiav
摛	iiuv
鸱	iibx
啻	iiid
瘛	iiah
漦	iiak
墀	iigq
茌	iilg
匙	iiov
眵	iiql
篪	iirz
傺	iijf
踟	iipd
胣	iive
瓻	iibr
痓	iiay
𫄨	iiir
冲	iswg
重	isld
充	isbp
虫	iscc
宠	iswt
崇	isvf
铳	iszp
舂	isap
憧	ishd
摏	isup
艟	isid
翀	iszg
忡	ishg
茺	islp
涌	iskt
种	isxg
珫	isnp
漴	iskf
㳘	iskp
抽	ibud
丑	ibag
臭	ibom
愁	ibxh
瞅	ibqc
仇	ibjk
筹	ibrk
稠	ibxd
酬	ibyo
雠	ibuu
俦	ibjk
绸	ibid
畴	ibqk
瘳	ibae
惆	ibhd
杻	ibeg
帱	ibrk
椆	ibed
犨	ibuq
踌	ibpk
侴	ibjp
出	iusm
处	iuhy
除	iutx
初	iutp
楚	iuet
厨	iuxk
触	iuxc
褚	iuto
杵	iuen
储	iujo
锄	iuzs
怵	iuhi
雏	iuxu
橱	iuek
畜	iuzq
黜	iupm
刍	iuxb
础	iumm
俶	iujr
楮	iueo
矗	iunf
亍	iuwc
滁	iukx
绌	iuim
樗	iuea
憷	iuht
斶	iutc
搐	iuuq
摴	iuua
躇	iupo
蜍	iucx
濋	iukt
蹰	iupk
䝙	iumb
䢺	iust
琡	iunr
𬺓	iult
欻	iwce
踹	iypl
揣	iyul
搋	iyuz
啜	iydr
穿	irel
传	irji
船	irid
川	iroc
串	irdg
氚	irvo
喘	irdl
钏	irzo
舛	irlv
椽	irej
遄	irvu
床	idxe
创	idjp
窗	ideh
闯	idan
疮	idaz
怆	idhz
幢	idrd
噇	iddd
吹	ivde
锤	ivzg
捶	ivug
垂	ivlg
炊	ivce
槌	iveu
圌	ivrl
棰	iveg
倕	ivjg
陲	ivtg
纯	ipis
蠢	ipac
春	ipao
唇	ipfd
醇	ipyh
椿	ipeo
淳	ipkh
蝽	ipco
鹑	ipgx
莼	ipls
瑃	ipno
䲠	ipwo
堾	ipgo
𬭚	ipzh
戳	iozp
啜	iodr
辍	ioyr
绰	ioin
龊	iolp
踔	iopn
逴	ioyu
惙	iohr
次	ciwe
此	cisv
词	cisd
刺	ciep
赐	cioe
磁	cimi
茨	cile
呲	cidv
辞	cian
雌	cisu
瓷	ciwr
祠	cifd
慈	cihh
泚	cikv
疵	ciav
伺	cijd
玼	cinv
糍	cipi
跐	cipv
差	cigu
茈	cilv
兹	cihi
佽	cije
鹚	cihx
莿	cilp
𫚖	cisw
从	csjj
葱	cslh
聪	csqh
丛	csjf
琮	csnf
悰	cshf
骢	csnh
枞	csej
璁	csnh
淙	cskf
熜	csch
匆	csni
囱	csth
苁	cslj
凑	cbwm
腠	cbvm
辏	cbym
粗	cupf
醋	cuyo
促	cujp
簇	curo
蹙	cunp
蹴	cupo
猝	cumn
殂	cugf
徂	cuwf
卒	cuzn
蔟	culo
窜	creg
蹿	crpg
汆	crjk
篡	crrk
爨	crpc
攒	cruo
撺	crug
镩	crzg
催	cvju
崔	cvvu
脆	cvvz
翠	cvzn
啐	cvdn
萃	cvln
摧	cvuu
淬	cvkn
粹	cvpn
毳	cvvv
璀	cvnu
悴	cvhn
瘁	cvan
漼	cvku
缞	cvif
榱	cvef
寸	cpkc
存	cpnh
村	cpek
邨	cpft
皴	cpkr
忖	cphk
错	cozo
搓	couu
挫	coug
措	couo
锉	cozg
厝	coxo
撮	cour
蹉	copu
矬	coog
痤	coag
瑳	conu
嵯	covu
鹾	coyu
磋	comu
脞	covg
棤	coeo
莝	colg
大	damd
打	daua
答	dard
达	damu
搭	daud
哒	dadu
嗒	dadd
妲	dabf
鞑	datu
怛	dahf
沓	dako
炟	dacf
跶	dapu
笪	darf
耷	damq
靼	datf
垯	dagu
溚	dakd
瘩	daad
褡	datd
荙	dalu
鿎	damu
𨱏	dazd
𫟼	dazu
带	dllr
代	dljp
待	dlwk
呆	dlde
戴	dlnh
贷	dljo
袋	dljt
黛	dljp
逮	dlbu
岱	dljv
殆	dlgd
迨	dlku
呔	dldi
歹	dlgd
玳	dlnp
傣	dljk
怠	dlkh
绐	dlid
埭	dlgk
大	dlmd
轪	dlym
骀	dlnd
叇	dlbu
垈	dljg
但	djjf
单	djhn
蛋	djtc
弹	djbn
淡	djkc
丹	djmz
氮	djvc
胆	djvf
担	djuf
旦	djof
啖	djdc
掸	djun
澹	djks
亶	djzf
石	djms
诞	djsu
惮	djhn
耽	djqp
儋	djjs
聃	djqg
殚	djgn
疍	djtf
箪	djrn
憺	djhs
膻	djvf
瘅	djan
眈	djqp
萏	djlp
赕	djoc
郸	djht
疸	djaf
𫢸	djjn
𬘘	djip
